fold_id,train_start,train_end,test_start,test_end,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
0,1640995200000,1641445200000,1641448800000,1641898800000,0.06349206349206349,0.0009243292561898668,0.0009243292561898668,-0.00006171371848261705,0.9674814200660365,0.072
1,1640995200000,1641898800000,1641902400000,1642352400000,0.03174603174603172,0.0001488368722883348,0.0001488368722883348,0.00047874287768955584,0.9713613046475852,0.176
2,1640995200000,1642352400000,1642356000000,1642806000000,0.07936507936507935,0.00033005637843599143,0.00033005637843599143,-0.001521957911136178,0.9764716347586205,0.208
3,1640995200000,1642806000000,1642809600000,1643259600000,0.0476190476190476,-0.0000974662910617151,-0.0000974662910617151,-0.0004170413326489103,0.9600158320238469,0.208
4,1640995200000,1643259600000,1643263200000,1643724000000,0.023255813953488354,-0.00016330149439618637,-0.00016330149439618637,0.0007353931240839275,0.9479728368655218,0.2265625
