fold_id,train_start,train_end,test_start,test_end,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
0,1640995200000,1656766800000,1656770400000,1672542000000,-0.0010497489730716555,-0.0000687672018146189,-0.0000687672018146189,-0.00005011774766053611,0.8450949062485976,0.5957543939739786
1,1640995200000,1672542000000,1672545600000,1688317200000,0.007759014148790507,-0.000030866651972396324,-0.000030866651972396324,0.00010478168713023608,0.8630428176917831,0.5464505820588906
2,1640995200000,1688317200000,1688320800000,1704092400000,0.0034230944774075764,-0.00016917467852012758,-0.00016917467852012758,0.00011089399572805377,0.7808467748675104,0.5722437799589135
3,1640995200000,1704092400000,1704096000000,1719867600000,0.013738019169329074,5.199557110864975e-6,5.199557110864975e-6,0.00016261533678977338,0.8491940144923311,0.5083314311800958
4,1640995200000,1719867600000,1719871200000,1735653600000,0.008711516533637399,-0.000035893962883020784,-0.000035893962883020784,6.19216470327985e-8,0.8962164841404354,0.4550638686131387
