run_id,slice_type,slice_key,n_samples,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
run_20251230_023539_a332,vol_regime,low,28896,0.004678848283499448,-0.000011627627818974268,-0.000011627627818974268,0.00005535681533123375,0.7943931560888269,0.5460335040841755
run_20251230_023539_a332,vol_regime,med,28892,0.002325903364253081,-0.00007804196019683211,-0.00007804196019683211,0.00007954948498194219,0.8259015080276619,0.5437551924674605
run_20251230_023539_a332,vol_regime,high,29772,0.01292489587531909,-0.00008236117287102275,-0.00008236117287102275,0.0000652200971626817,0.8657216701190656,0.5477022305831766
