fold_id,train_start,train_end,test_start,test_end,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
0,1640995200000,1656766800000,1656770400000,1672542000000,0.009310816978548608,-0.000087668112424111,-0.000087668112424111,-0.000124976236027839,0.8281336956542582,0.5594613102031499
1,1640995200000,1672542000000,1672545600000,1688317200000,0.02382473756275673,0.00005281394378575606,0.00005281394378575606,0.0001277734130580934,0.8592272463416579,0.4998858708057521
2,1640995200000,1688317200000,1688320800000,1704092400000,0.010725696029210405,-0.00009471297581630261,-0.00009471297581630261,0.00014906903803181144,0.7960674629547229,0.39420223693220724
3,1640995200000,1704092400000,1704096000000,1719867600000,0.00474669100867184,0.00005148691354177555,0.00005148691354177555,0.0001183797006340208,0.8737821396926789,0.3583656699383702
4,1640995200000,1719867600000,1719871200000,1735653600000,0.02408209806157354,0.0002174904659953777,0.0002174904659953777,0.00018506019191862554,0.8980710971606508,0.33553832116788324
