run_id,slice_type,slice_key,n_samples,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
run_20251230_072725_ee4a,vol_regime,low,86697,0.006270113152704247,1.459115907501802e-6,1.459115907501802e-6,0.00004124464341405877,0.770087426831637,0.042774086378737544
run_20251230_072725_ee4a,vol_regime,med,86688,0.0026578073089701,-0.00004180128130058641,-0.00004180128130058641,0.00005614050706528052,0.7967853440218643,0.13819956390821306
run_20251230_072725_ee4a,vol_regime,high,89325,-0.00186062132661629,-0.00007809092576422855,-0.00007809092576422855,-0.00015582066893902923,0.8688729263129247,0.2079806529625151
