fold_id,train_start,train_end,test_start,test_end,rankic_mean,spread_mean,ls_mean,lo_mean,lo_corr_market,turnover_top1
0,1609459200000,1630486800000,1630490400000,1651518000000,-0.0239758073719046,-0.00021196856310825112,-0.00021196856310825112,-0.0001262933158623996,0.764833291554385,0.6430405752439651
1,1609459200000,1651518000000,1651521600000,1672549200000,0.008256304918406938,0.0,0.0,-0.00019772808486950456,0.888854055734347,0.0
2,1609459200000,1672549200000,1672552800000,1693580400000,0.012681159420289854,0.0,0.0,7.1218736086224705e-6,0.875415955250589,0.0
3,1609459200000,1693580400000,1693584000000,1714611600000,0.004105329225151204,0.0,0.0,0.00009471524550557727,0.8733794211837073,0.0
4,1609459200000,1714611600000,1714615200000,1735653600000,0.010105503279155973,0.0,0.0,0.00011539735804282852,0.8691072485256729,0.0
