fold_id,epoch,train_loss,val_loss
0,1,0.6928968083792628,0.6925411115090052
0,2,0.6924782803704067,0.6925945510466893
0,3,0.6923122639814134,0.6925594674216377
0,4,0.6919317350861776,0.6924682097302542
0,5,0.6917084695884536,0.6924236807558272
0,6,0.6915573517261948,0.6926800198025174
0,7,0.6913838821221452,0.6924815817011727
0,8,0.6914563626874217,0.6925803701082865
0,9,0.6914154930009367,0.6926583339770634
0,10,0.6909562711557631,0.6937245282861921
0,11,0.6909755211508735,0.6928873962826199
0,12,0.6905844860314005,0.6932409558031294
0,13,0.690443976478682,0.6927827371491326
0,14,0.6905325236241462,0.693629099925359
0,15,0.6898906869782927,0.6930669065978792
0,16,0.6900451242594429,0.6940163771311442
0,17,0.6896094116716753,0.6934858259227541
0,18,0.6894998036695449,0.694392529461119
0,19,0.6892654543423521,0.6939081486728457
0,20,0.6889062062811456,0.6945996903710895
0,21,0.6890521632373662,0.6933831122186449
0,22,0.688859006647247,0.6937661164336735
0,23,0.6881200378112371,0.6954230040311813
0,24,0.6879621204091699,0.6938057793511285
0,25,0.6876889108294282,0.6951165096627341
0,26,0.6869283911272965,0.6949091073539522
0,27,0.6867221083430296,0.6943563279178407
0,28,0.6862943462245372,0.697146060069402
0,29,0.6863322225064863,0.6954337113433414
0,30,0.6858288464625237,0.6954232987430361
0,31,0.6853082552140589,0.6986930390199025
0,32,0.6855272081016835,0.6962757441732619
0,33,0.6848353200195902,0.6963509854343203
0,34,0.6846136263062282,0.6962083435720867
0,35,0.6842087171354346,0.6959714581569035
0,36,0.6839529289066463,0.6970944845014149
0,37,0.682637484034122,0.6978299842940436
0,38,0.6826237502677664,0.69522355861134
0,39,0.6817401097624342,0.6982282472981347
0,40,0.6825308355178622,0.6978187753094567
0,41,0.6813075963963461,0.7010406222608354
0,42,0.6810610742200145,0.6998516172170639
0,43,0.6810246491959082,0.696688923239708
0,44,0.6797220384218416,0.7015831248627769
0,45,0.6792409821768493,0.6998554898632897
0,46,0.6789384240603579,0.7028215679857466
0,47,0.6780617200867247,0.7017327848407957
0,48,0.6776969979481143,0.7025839606920878
0,49,0.6782318040810896,0.7000792917278078
0,50,0.6778109481980129,0.7020141826735602
0,51,0.676549379996832,0.7017149617274602
0,52,0.6770909626180954,0.7000766750839021
0,53,0.6764740934029468,0.7008344322443009
0,54,0.6742790762890768,0.7088620420959261
0,55,0.6744145876136274,0.702790367272165
0,56,0.6746381886756223,0.7036406017012067
0,57,0.6732495881575906,0.7064429776536094
0,58,0.6730461311603778,0.704567532075776
0,59,0.6727283455390298,0.7097716093063354
0,60,0.6717879294690506,0.7034833898146947
0,61,0.6714252849310143,0.7051451557212406
0,62,0.6704702588076091,0.7105448096990585
0,63,0.6706790104096766,0.7133355809582604
0,64,0.670788473516538,0.7131760795911153
0,65,0.6696152703538125,0.7109591884745492
0,66,0.6685709014781931,0.7093509597910775
0,67,0.6671861538570889,0.7093805832995309
0,68,0.6670483383684527,0.7050318022569021
0,69,0.6669378636291673,0.711416749159495
0,70,0.6665693106572272,0.7147554321421518
0,71,0.6660860763728947,0.7106364518404007
0,72,0.6638788044123359,0.7089829232957628
0,73,0.6647483788801162,0.7069905824131436
0,74,0.6633223123971929,0.7120801813072628
0,75,0.6637503409253959,0.7086100396182802
0,76,0.663296288218946,0.7089432497819265
0,77,0.66290426056688,0.7126150767008463
0,78,0.6608014923432914,0.7185299406449001
0,79,0.6611023818590365,0.7221164094077216
0,80,0.6605999328154886,0.7174257162544463
0,81,0.660942668743555,0.7100427180528641
0,82,0.6588284712470038,0.7208752261267768
0,83,0.6586732469210967,0.7132986489269468
0,84,0.6583504301408378,0.7286364694436391
0,85,0.655968060480297,0.7131908499532276
0,86,0.657499448041231,0.7199120392402013
0,87,0.6571926843395549,0.719003395901786
0,88,0.6561661046512878,0.7155320094691382
0,89,0.6549232835927721,0.7281338969866434
0,90,0.6541609368930206,0.7185280670722326
0,91,0.6530071263155226,0.7249832762612237
0,92,0.6528241677178862,0.7199917942285537
0,93,0.6539067178141347,0.7209333287345039
0,94,0.6512570990383296,0.728986053665479
0,95,0.6517057237704156,0.7269846379756928
0,96,0.6499966498237947,0.7212929798497094
0,97,0.6502422963716707,0.7227637456523047
0,98,0.6484226673347515,0.721730066008038
0,99,0.6487150989184722,0.729146013657252
0,100,0.648480897121008,0.724681211842431
1,1,0.6989245414733887,NaN
1,2,NaN,NaN
1,3,NaN,NaN
1,4,NaN,NaN
1,5,NaN,NaN
1,6,NaN,NaN
1,7,NaN,NaN
1,8,NaN,NaN
1,9,NaN,NaN
1,10,NaN,NaN
1,11,NaN,NaN
